UNITID,cip_family,total_awards,cip_label
106810,13,4.0,Education
106810,24,1.0,Liberal Arts
106810,31,8.0,Parks/Recreation
106810,39,3.0,Theology
106810,52,4.0,Business
107044,09,61.0,Communication
107044,11,58.0,Computer Science
107044,13,94.0,Education
107044,14,20.0,Engineering
107044,16,3.0,Foreign Languages
107044,19,7.0,Family/Consumer Sciences
107044,23,5.0,English
107044,24,17.0,Liberal Arts
107044,26,22.0,Biological Sciences
107044,27,6.0,Mathematics
107044,30,13.0,Interdisciplinary
107044,31,43.0,Parks/Recreation
107044,39,27.0,Theology
107044,40,2.0,Physical Sciences
107044,42,39.0,Psychology
107044,43,25.0,Homeland Security
107044,44,27.0,Public Administration
107044,45,7.0,Social Sciences
107044,50,36.0,Visual/Performing Arts
107044,51,98.0,Health Professions
107044,52,117.0,Business
107044,54,9.0,History
107071,09,11.0,Communication
107071,11,4.0,Computer Science
107071,13,79.0,Education
107071,14,5.0,Engineering
107071,16,0.0,Foreign Languages
107071,19,13.0,Family/Consumer Sciences
107071,23,10.0,English
107071,24,38.0,Liberal Arts
107071,26,23.0,Biological Sciences
107071,27,2.0,Mathematics
107071,31,24.0,Parks/Recreation
107071,40,3.0,Physical Sciences
107071,42,32.0,Psychology
107071,43,11.0,Homeland Security
107071,44,9.0,Public Administration
107071,45,9.0,Social Sciences
107071,49,34.0,Transportation
107071,50,36.0,Visual/Performing Arts
107071,51,69.0,Health Professions
107071,52,63.0,Business
107071,54,4.0,History
107080,03,5.0,Natural Resources
107080,11,17.0,Computer Science
107080,16,11.0,Foreign Languages
107080,23,11.0,English
107080,26,53.0,Biological Sciences
107080,27,1.0,Mathematics
107080,30,7.0,Interdisciplinary
107080,38,7.0,Philosophy/Religion
107080,40,13.0,Physical Sciences
107080,42,32.0,Psychology
107080,45,34.0,Social Sciences
107080,50,10.0,Visual/Performing Arts
107080,51,22.0,Health Professions
107080,52,9.0,Business
107080,54,7.0,History
107141,09,4.0,Communication
107141,10,0.0,Communications Tech
107141,11,5.0,Computer Science
107141,13,15.0,Education
107141,14,21.0,Engineering
107141,16,3.0,Foreign Languages
107141,19,21.0,Family/Consumer Sciences
107141,23,8.0,English
107141,24,8.0,Liberal Arts
107141,26,20.0,Biological Sciences
107141,27,2.0,Mathematics
107141,30,9.0,Interdisciplinary
107141,31,22.0,Parks/Recreation
107141,38,2.0,Philosophy/Religion
107141,39,11.0,Theology
107141,40,2.0,Physical Sciences
107141,42,34.0,Psychology
107141,43,2.0,Homeland Security
107141,45,5.0,Social Sciences
107141,50,49.0,Visual/Performing Arts
107141,51,22.0,Health Professions
107141,52,66.0,Business
107141,54,3.0,History
107512,03,2.0,Natural Resources
107512,09,30.0,Communication
107512,11,4.0,Computer Science
107512,13,42.0,Education
107512,14,6.0,Engineering
107512,16,6.0,Foreign Languages
107512,19,9.0,Family/Consumer Sciences
107512,23,8.0,English
107512,26,48.0,Biological Sciences
107512,27,2.0,Mathematics
107512,30,4.0,Interdisciplinary
107512,31,29.0,Parks/Recreation
107512,38,16.0,Philosophy/Religion
107512,39,29.0,Theology
107512,40,2.0,Physical Sciences
107512,42,20.0,Psychology
107512,43,0.0,Homeland Security
107512,45,22.0,Social Sciences
107512,50,28.0,Visual/Performing Arts
107512,51,26.0,Health Professions
107512,52,75.0,Business
107512,54,5.0,History
107558,03,5.0,Natural Resources
107558,09,7.0,Communication
107558,13,14.0,Education
107558,16,1.0,Foreign Languages
107558,23,1.0,English
107558,24,2.0,Liberal Arts
107558,26,17.0,Biological Sciences
107558,27,4.0,Mathematics
107558,38,2.0,Philosophy/Religion
107558,40,3.0,Physical Sciences
107558,42,22.0,Psychology
107558,45,14.0,Social Sciences
107558,50,9.0,Visual/Performing Arts
107558,51,22.0,Health Professions
107558,52,65.0,Business
107558,54,3.0,History
107600,11,11.0,Computer Science
107600,13,8.0,Education
107600,23,4.0,English
107600,24,2.0,Liberal Arts
107600,26,20.0,Biological Sciences
107600,27,5.0,Mathematics
107600,30,0.0,Interdisciplinary
107600,31,8.0,Parks/Recreation
107600,38,2.0,Philosophy/Religion
107600,40,1.0,Physical Sciences
107600,42,18.0,Psychology
107600,43,11.0,Homeland Security
107600,44,6.0,Public Administration
107600,45,5.0,Social Sciences
107600,52,37.0,Business
107877,13,20.0,Education
107877,23,1.0,English
107877,24,19.0,Liberal Arts
107877,26,15.0,Biological Sciences
107877,31,14.0,Parks/Recreation
107877,39,10.0,Theology
107877,42,15.0,Psychology
107877,43,8.0,Homeland Security
107877,50,2.0,Visual/Performing Arts
107877,52,14.0,Business
107877,54,4.0,History
107983,01,35.0,Agriculture
107983,09,7.0,Communication
107983,11,26.0,Computer Science
107983,13,103.0,Education
107983,14,19.0,Engineering
107983,16,0.0,Foreign Languages
107983,23,2.0,English
107983,24,33.0,Liberal Arts
107983,26,47.0,Biological Sciences
107983,27,5.0,Mathematics
107983,30,3.0,Interdisciplinary
107983,31,34.0,Parks/Recreation
107983,40,27.0,Physical Sciences
107983,42,32.0,Psychology
107983,43,27.0,Homeland Security
107983,44,11.0,Public Administration
107983,45,3.0,Social Sciences
107983,50,34.0,Visual/Performing Arts
107983,51,45.0,Health Professions
107983,52,101.0,Business
107983,54,7.0,History
108092,09,14.0,Communication
108092,11,39.0,Computer Science
108092,13,62.0,Education
108092,15,13.0,Engineering Tech
108092,16,1.0,Foreign Languages
108092,23,14.0,English
108092,24,21.0,Liberal Arts
108092,26,40.0,Biological Sciences
108092,27,2.0,Mathematics
108092,40,26.0,Physical Sciences
108092,42,33.0,Psychology
108092,43,36.0,Homeland Security
108092,44,30.0,Public Administration
108092,45,4.0,Social Sciences
108092,50,23.0,Visual/Performing Arts
108092,51,88.0,Health Professions
108092,52,248.0,Business
108092,54,18.0,History
108232,04,3.0,Architecture
108232,09,23.0,Communication
108232,10,81.0,Communications Tech
108232,11,115.0,Computer Science
108232,13,11.0,Education
108232,15,73.0,Engineering Tech
108232,19,50.0,Family/Consumer Sciences
108232,50,191.0,Visual/Performing Arts
108232,52,12.0,Business
109350,47,16.0,Mechanic/Repair
109651,04,17.0,Architecture
109651,10,79.0,Communications Tech
109651,11,20.0,Computer Science
109651,15,101.0,Engineering Tech
109651,50,304.0,Visual/Performing Arts
109785,05,1.0,Area/Ethnic Studies
109785,09,36.0,Communication
109785,10,12.0,Communications Tech
109785,11,15.0,Computer Science
109785,13,2.0,Education
109785,14,9.0,Engineering
109785,16,5.0,Foreign Languages
109785,19,0.0,Family/Consumer Sciences
109785,23,13.0,English
109785,24,59.0,Liberal Arts
109785,26,16.0,Biological Sciences
109785,27,8.0,Mathematics
109785,30,5.0,Interdisciplinary
109785,31,46.0,Parks/Recreation
109785,38,2.0,Philosophy/Religion
109785,39,20.0,Theology
109785,40,5.0,Physical Sciences
109785,42,120.0,Psychology
109785,43,17.0,Homeland Security
109785,44,23.0,Public Administration
109785,45,25.0,Social Sciences
109785,50,87.0,Visual/Performing Arts
109785,51,589.0,Health Professions
109785,52,138.0,Business
109785,54,3.0,History
109819,15,16.0,Engineering Tech
110060,11,1.0,Computer Science
110060,13,1.0,Education
110060,39,3.0,Theology
110060,50,0.0,Visual/Performing Arts
110060,52,22.0,Business
110097,03,0.0,Natural Resources
110097,09,70.0,Communication
110097,11,15.0,Computer Science
110097,13,36.0,Education
110097,14,12.0,Engineering
110097,16,2.0,Foreign Languages
110097,23,23.0,English
110097,24,0.0,Liberal Arts
110097,26,49.0,Biological Sciences
110097,27,14.0,Mathematics
110097,30,16.0,Interdisciplinary
110097,31,33.0,Parks/Recreation
110097,38,5.0,Philosophy/Religion
110097,39,55.0,Theology
110097,40,3.0,Physical Sciences
110097,42,91.0,Psychology
110097,45,26.0,Social Sciences
110097,50,152.0,Visual/Performing Arts
110097,51,95.0,Health Professions
110097,52,131.0,Business
110097,54,9.0,History
110219,22,20.0,Legal Professions
110219,31,11.0,Parks/Recreation
110219,51,55.0,Health Professions
110219,52,0.0,Business
110316,30,10.0,Interdisciplinary
110316,42,34.0,Psychology
110361,03,9.0,Natural Resources
110361,04,42.0,Architecture
110361,09,64.0,Communication
110361,11,27.0,Computer Science
110361,13,72.0,Education
110361,14,136.0,Engineering
110361,16,5.0,Foreign Languages
110361,23,20.0,English
110361,24,66.0,Liberal Arts
110361,26,92.0,Biological Sciences
110361,27,12.0,Mathematics
110361,30,42.0,Interdisciplinary
110361,31,130.0,Parks/Recreation
110361,38,35.0,Philosophy/Religion
110361,39,18.0,Theology
110361,40,9.0,Physical Sciences
110361,42,167.0,Psychology
110361,43,69.0,Homeland Security
110361,44,35.0,Public Administration
110361,45,56.0,Social Sciences
110361,49,36.0,Transportation
110361,50,101.0,Visual/Performing Arts
110361,51,363.0,Health Professions
110361,52,291.0,Business
110361,54,17.0,History
110370,04,15.0,Architecture
110370,10,46.0,Communications Tech
110370,11,29.0,Computer Science
110370,23,2.0,English
110370,30,29.0,Interdisciplinary
110370,48,4.0,Precision Production
110370,50,155.0,Visual/Performing Arts
110404,11,71.0,Computer Science
110404,14,84.0,Engineering
110404,23,0.0,English
110404,26,14.0,Biological Sciences
110404,27,25.0,Mathematics
110404,30,0.0,Interdisciplinary
110404,38,0.0,Philosophy/Religion
110404,40,38.0,Physical Sciences
110404,45,0.0,Social Sciences
110404,52,0.0,Business
110404,54,1.0,History
110413,03,16.0,Natural Resources
110413,05,1.0,Area/Ethnic Studies
110413,09,67.0,Communication
110413,11,36.0,Computer Science
110413,14,1.0,Engineering
110413,16,29.0,Foreign Languages
110413,23,11.0,English
110413,24,24.0,Liberal Arts
110413,26,56.0,Biological Sciences
110413,27,7.0,Mathematics
110413,30,6.0,Interdisciplinary
110413,31,62.0,Parks/Recreation
110413,38,9.0,Philosophy/Religion
110413,40,14.0,Physical Sciences
110413,42,100.0,Psychology
110413,45,106.0,Social Sciences
110413,50,68.0,Visual/Performing Arts
110413,52,193.0,Business
110413,54,10.0,History
110422,01,512.0,Agriculture
110422,03,175.0,Natural Resources
110422,04,210.0,Architecture
110422,05,10.0,Area/Ethnic Studies
110422,09,122.0,Communication
110422,10,75.0,Communications Tech
110422,11,202.0,Computer Science
110422,13,52.0,Education
110422,14,1151.0,Engineering
110422,15,36.0,Engineering Tech
110422,16,8.0,Foreign Languages
110422,19,0.0,Family/Consumer Sciences
110422,23,49.0,English
110422,24,116.0,Liberal Arts
110422,26,224.0,Biological Sciences
110422,27,92.0,Mathematics
110422,30,130.0,Interdisciplinary
110422,31,177.0,Parks/Recreation
110422,38,28.0,Philosophy/Religion
110422,40,103.0,Physical Sciences
110422,42,135.0,Psychology
110422,45,245.0,Social Sciences
110422,50,92.0,Visual/Performing Arts
110422,51,62.0,Health Professions
110422,52,839.0,Business
110422,54,55.0,History
110468,11,4.0,Computer Science
110468,42,3.0,Psychology
110468,52,6.0,Business
110486,01,23.0,Agriculture
110486,03,6.0,Natural Resources
110486,09,102.0,Communication
110486,11,65.0,Computer Science
110486,13,131.0,Education
110486,14,52.0,Engineering
110486,16,25.0,Foreign Languages
110486,23,62.0,English
110486,24,317.0,Liberal Arts
110486,26,107.0,Biological Sciences
110486,27,21.0,Mathematics
110486,30,11.0,Interdisciplinary
110486,31,80.0,Parks/Recreation
110486,38,16.0,Philosophy/Religion
110486,40,19.0,Physical Sciences
110486,42,277.0,Psychology
110486,43,168.0,Homeland Security
110486,44,4.0,Public Administration
110486,45,181.0,Social Sciences
110486,50,41.0,Visual/Performing Arts
110486,51,88.0,Health Professions
110486,52,362.0,Business
110486,54,57.0,History
110495,01,23.0,Agriculture
110495,05,8.0,Area/Ethnic Studies
110495,09,65.0,Communication
110495,11,57.0,Computer Science
110495,13,62.0,Education
110495,16,31.0,Foreign Languages
110495,23,59.0,English
110495,24,236.0,Liberal Arts
110495,26,104.0,Biological Sciences
110495,27,37.0,Mathematics
110495,30,3.0,Interdisciplinary
110495,31,72.0,Parks/Recreation
110495,38,3.0,Philosophy/Religion
110495,40,26.0,Physical Sciences
110495,42,461.0,Psychology
110495,43,179.0,Homeland Security
110495,45,243.0,Social Sciences
110495,50,44.0,Visual/Performing Arts
110495,51,212.0,Health Professions
110495,52,387.0,Business
110495,54,45.0,History
110510,03,22.0,Natural Resources
110510,05,2.0,Area/Ethnic Studies
110510,09,164.0,Communication
110510,11,267.0,Computer Science
110510,13,5.0,Education
110510,14,45.0,Engineering
110510,16,44.0,Foreign Languages
110510,19,171.0,Family/Consumer Sciences
110510,23,126.0,English
110510,24,194.0,Liberal Arts
110510,26,150.0,Biological Sciences
110510,27,85.0,Mathematics
110510,30,39.0,Interdisciplinary
110510,31,192.0,Parks/Recreation
110510,38,8.0,Philosophy/Religion
110510,40,77.0,Physical Sciences
110510,42,567.0,Psychology
110510,43,325.0,Homeland Security
110510,44,54.0,Public Administration
110510,45,448.0,Social Sciences
110510,50,169.0,Visual/Performing Arts
110510,51,305.0,Health Professions
110510,52,776.0,Business
110510,54,103.0,History
110529,01,264.0,Agriculture
110529,04,260.0,Architecture
110529,05,15.0,Area/Ethnic Studies
110529,09,177.0,Communication
110529,11,265.0,Computer Science
110529,13,147.0,Education
110529,14,1063.0,Engineering
110529,15,132.0,Engineering Tech
110529,16,22.0,Foreign Languages
110529,19,69.0,Family/Consumer Sciences
110529,23,103.0,English
110529,24,170.0,Liberal Arts
110529,26,277.0,Biological Sciences
110529,27,84.0,Mathematics
110529,30,77.0,Interdisciplinary
110529,31,175.0,Parks/Recreation
110529,38,27.0,Philosophy/Religion
110529,40,143.0,Physical Sciences
110529,42,360.0,Psychology
110529,45,553.0,Social Sciences
110529,50,207.0,Visual/Performing Arts
110529,51,0.0,Health Professions
110529,52,1731.0,Business
110529,54,82.0,History
110538,01,241.0,Agriculture
110538,03,29.0,Natural Resources
110538,05,34.0,Area/Ethnic Studies
110538,09,135.0,Communication
110538,11,144.0,Computer Science
110538,13,55.0,Education
110538,14,213.0,Engineering
110538,15,132.0,Engineering Tech
110538,16,16.0,Foreign Languages
110538,23,56.0,English
110538,24,184.0,Liberal Arts
110538,26,116.0,Biological Sciences
110538,27,36.0,Mathematics
110538,30,42.0,Interdisciplinary
110538,31,229.0,Parks/Recreation
110538,38,22.0,Philosophy/Religion
110538,40,22.0,Physical Sciences
110538,42,313.0,Psychology
110538,43,152.0,Homeland Security
110538,44,69.0,Public Administration
110538,45,376.0,Social Sciences
110538,50,203.0,Visual/Performing Arts
110538,51,295.0,Health Professions
110538,52,503.0,Business
110538,54,47.0,History
110547,05,16.0,Area/Ethnic Studies
110547,09,116.0,Communication
110547,10,28.0,Communications Tech
110547,11,160.0,Computer Science
110547,13,239.0,Education
110547,15,1.0,Engineering Tech
110547,16,22.0,Foreign Languages
110547,23,50.0,English
110547,24,161.0,Liberal Arts
110547,26,104.0,Biological Sciences
110547,27,41.0,Mathematics
110547,30,23.0,Interdisciplinary
110547,31,119.0,Parks/Recreation
110547,38,1.0,Philosophy/Religion
110547,40,20.0,Physical Sciences
110547,42,538.0,Psychology
110547,43,172.0,Homeland Security
110547,44,142.0,Public Administration
110547,45,273.0,Social Sciences
110547,50,165.0,Visual/Performing Arts
110547,51,356.0,Health Professions
110547,52,569.0,Business
110547,54,24.0,History
110556,01,333.0,Agriculture
110556,03,13.0,Natural Resources
110556,04,26.0,Architecture
110556,05,51.0,Area/Ethnic Studies
110556,09,158.0,Communication
110556,11,64.0,Computer Science
110556,13,85.0,Education
110556,14,169.0,Engineering
110556,15,94.0,Engineering Tech
110556,16,66.0,Foreign Languages
110556,19,84.0,Family/Consumer Sciences
110556,23,76.0,English
110556,24,529.0,Liberal Arts
110556,26,208.0,Biological Sciences
110556,27,47.0,Mathematics
110556,30,57.0,Interdisciplinary
110556,31,330.0,Parks/Recreation
110556,38,24.0,Philosophy/Religion
110556,40,52.0,Physical Sciences
110556,42,639.0,Psychology
110556,44,69.0,Public Administration
110556,45,612.0,Social Sciences
110556,50,185.0,Visual/Performing Arts
110556,51,391.0,Health Professions
110556,52,598.0,Business
110556,54,99.0,History
110565,05,53.0,Area/Ethnic Studies
110565,09,801.0,Communication
110565,11,371.0,Computer Science
110565,13,399.0,Education
110565,14,325.0,Engineering
110565,16,73.0,Foreign Languages
110565,23,140.0,English
110565,24,141.0,Liberal Arts
