UNITID,cip_family,total_awards,cip_label
162584,23,7.0,English
162584,24,67.0,Liberal Arts
162584,26,38.0,Biological Sciences
162584,27,3.0,Mathematics
162584,30,6.0,Interdisciplinary
162584,31,51.0,Parks/Recreation
162584,38,1.0,Philosophy/Religion
162584,40,8.0,Physical Sciences
162584,42,64.0,Psychology
162584,43,30.0,Homeland Security
162584,44,12.0,Public Administration
162584,45,33.0,Social Sciences
162584,50,23.0,Visual/Performing Arts
162584,51,141.0,Health Professions
162584,52,83.0,Business
162584,54,4.0,History
162654,03,16.0,Natural Resources
162654,05,3.0,Area/Ethnic Studies
162654,09,11.0,Communication
162654,10,0.0,Communications Tech
162654,11,3.0,Computer Science
162654,13,5.0,Education
162654,14,2.0,Engineering
162654,16,10.0,Foreign Languages
162654,22,0.0,Legal Professions
162654,23,21.0,English
162654,26,14.0,Biological Sciences
162654,27,0.0,Mathematics
162654,30,19.0,Interdisciplinary
162654,38,2.0,Philosophy/Religion
162654,40,3.0,Physical Sciences
162654,42,49.0,Psychology
162654,43,0.0,Homeland Security
162654,45,37.0,Social Sciences
162654,50,18.0,Visual/Performing Arts
162654,51,0.0,Health Professions
162654,52,19.0,Business
162654,54,7.0,History
162760,03,7.0,Natural Resources
162760,05,0.0,Area/Ethnic Studies
162760,09,17.0,Communication
162760,11,18.0,Computer Science
162760,13,21.0,Education
162760,16,5.0,Foreign Languages
162760,23,11.0,English
162760,26,28.0,Biological Sciences
162760,27,3.0,Mathematics
162760,30,9.0,Interdisciplinary
162760,38,1.0,Philosophy/Religion
162760,40,2.0,Physical Sciences
162760,42,23.0,Psychology
162760,43,23.0,Homeland Security
162760,44,10.0,Public Administration
162760,45,20.0,Social Sciences
162760,50,15.0,Visual/Performing Arts
162760,51,17.0,Health Professions
162760,52,38.0,Business
162760,54,5.0,History
162928,03,14.0,Natural Resources
162928,05,10.0,Area/Ethnic Studies
162928,10,9.0,Communications Tech
162928,11,171.0,Computer Science
162928,13,0.0,Education
162928,14,285.0,Engineering
162928,16,34.0,Foreign Languages
162928,23,35.0,English
162928,24,0.0,Liberal Arts
162928,26,360.0,Biological Sciences
162928,27,139.0,Mathematics
162928,30,108.0,Interdisciplinary
162928,38,11.0,Philosophy/Religion
162928,40,55.0,Physical Sciences
162928,42,100.0,Psychology
162928,45,288.0,Social Sciences
162928,50,98.0,Visual/Performing Arts
162928,51,177.0,Health Professions
162928,52,0.0,Business
162928,54,18.0,History
163046,09,72.0,Communication
163046,11,43.0,Computer Science
163046,13,20.0,Education
163046,14,39.0,Engineering
163046,16,9.0,Foreign Languages
163046,23,31.0,English
163046,26,78.0,Biological Sciences
163046,27,9.0,Mathematics
163046,30,55.0,Interdisciplinary
163046,38,12.0,Philosophy/Religion
163046,40,10.0,Physical Sciences
163046,42,69.0,Psychology
163046,43,18.0,Homeland Security
163046,45,93.0,Social Sciences
163046,50,7.0,Visual/Performing Arts
163046,51,57.0,Health Professions
163046,52,311.0,Business
163046,54,7.0,History
163204,03,74.0,Natural Resources
163204,05,49.0,Area/Ethnic Studies
163204,09,153.0,Communication
163204,10,64.0,Communications Tech
163204,11,2912.0,Computer Science
163204,22,119.0,Legal Professions
163204,23,99.0,English
163204,24,48.0,Liberal Arts
163204,26,26.0,Biological Sciences
163204,30,185.0,Interdisciplinary
163204,42,630.0,Psychology
163204,43,423.0,Homeland Security
163204,44,49.0,Public Administration
163204,45,257.0,Social Sciences
163204,51,406.0,Health Professions
163204,52,2272.0,Business
163204,54,143.0,History
163259,51,429.0,Health Professions
163268,03,36.0,Natural Resources
163268,05,19.0,Area/Ethnic Studies
163268,09,61.0,Communication
163268,11,620.0,Computer Science
163268,13,1.0,Education
163268,14,207.0,Engineering
163268,16,29.0,Foreign Languages
163268,23,36.0,English
163268,26,405.0,Biological Sciences
163268,27,88.0,Mathematics
163268,30,51.0,Interdisciplinary
163268,38,14.0,Philosophy/Religion
163268,40,28.0,Physical Sciences
163268,42,332.0,Psychology
163268,44,84.0,Public Administration
163268,45,223.0,Social Sciences
163268,50,131.0,Visual/Performing Arts
163268,51,83.0,Health Professions
163268,52,6.0,Business
163268,54,49.0,History
163286,01,160.0,Agriculture
163286,03,39.0,Natural Resources
163286,04,132.0,Architecture
163286,05,15.0,Area/Ethnic Studies
163286,09,356.0,Communication
163286,11,1534.0,Computer Science
163286,13,133.0,Education
163286,14,1013.0,Engineering
163286,16,125.0,Foreign Languages
163286,19,90.0,Family/Consumer Sciences
163286,23,100.0,English
163286,26,701.0,Biological Sciences
163286,27,191.0,Mathematics
163286,30,30.0,Interdisciplinary
163286,31,189.0,Parks/Recreation
163286,38,52.0,Philosophy/Religion
163286,40,141.0,Physical Sciences
163286,42,508.0,Psychology
163286,44,108.0,Public Administration
163286,45,1113.0,Social Sciences
163286,50,177.0,Visual/Performing Arts
163286,51,483.0,Health Professions
163286,52,1329.0,Business
163286,54,83.0,History
163295,04,2.0,Architecture
163295,09,65.0,Communication
163295,10,41.0,Communications Tech
163295,13,0.0,Education
163295,50,238.0,Visual/Performing Arts
163338,01,12.0,Agriculture
163338,03,10.0,Natural Resources
163338,11,16.0,Computer Science
163338,13,6.0,Education
163338,14,11.0,Engineering
163338,15,19.0,Engineering Tech
163338,19,11.0,Family/Consumer Sciences
163338,23,9.0,English
163338,26,51.0,Biological Sciences
163338,27,0.0,Mathematics
163338,30,12.0,Interdisciplinary
163338,31,19.0,Parks/Recreation
163338,40,2.0,Physical Sciences
163338,42,13.0,Psychology
163338,43,23.0,Homeland Security
163338,45,19.0,Social Sciences
163338,49,12.0,Transportation
163338,50,8.0,Visual/Performing Arts
163338,51,3.0,Health Professions
163338,52,46.0,Business
163338,54,2.0,History
163453,04,28.0,Architecture
163453,09,86.0,Communication
163453,10,20.0,Communications Tech
163453,11,69.0,Computer Science
163453,13,32.0,Education
163453,14,103.0,Engineering
163453,19,22.0,Family/Consumer Sciences
163453,23,3.0,English
163453,24,98.0,Liberal Arts
163453,26,56.0,Biological Sciences
163453,27,4.0,Mathematics
163453,30,3.0,Interdisciplinary
163453,38,5.0,Philosophy/Religion
163453,40,11.0,Physical Sciences
163453,42,61.0,Psychology
163453,44,53.0,Public Administration
163453,45,58.0,Social Sciences
163453,50,33.0,Visual/Performing Arts
163453,51,58.0,Health Professions
163453,52,159.0,Business
163453,54,2.0,History
163462,03,5.0,Natural Resources
163462,09,17.0,Communication
163462,11,54.0,Computer Science
163462,13,36.0,Education
163462,16,2.0,Foreign Languages
163462,19,9.0,Family/Consumer Sciences
163462,23,8.0,English
163462,26,40.0,Biological Sciences
163462,27,2.0,Mathematics
163462,30,16.0,Interdisciplinary
163462,31,17.0,Parks/Recreation
163462,38,0.0,Philosophy/Religion
163462,39,4.0,Theology
163462,40,1.0,Physical Sciences
163462,42,30.0,Psychology
163462,45,92.0,Social Sciences
163462,50,5.0,Visual/Performing Arts
163462,51,28.0,Health Professions
163462,52,109.0,Business
163462,54,8.0,History
163532,38,48.0,Philosophy/Religion
163578,09,3.0,Communication
163578,11,2.0,Computer Science
163578,16,0.0,Foreign Languages
163578,23,0.0,English
163578,24,36.0,Liberal Arts
163578,26,9.0,Biological Sciences
163578,27,0.0,Mathematics
163578,30,12.0,Interdisciplinary
163578,38,1.0,Philosophy/Religion
163578,40,3.0,Physical Sciences
163578,42,3.0,Psychology
163578,45,4.0,Social Sciences
163578,50,1.0,Visual/Performing Arts
163578,51,156.0,Health Professions
163578,52,4.0,Business
163578,54,0.0,History
163851,03,34.0,Natural Resources
163851,04,6.0,Architecture
163851,09,125.0,Communication
163851,11,89.0,Computer Science
163851,13,159.0,Education
163851,16,8.0,Foreign Languages
163851,23,44.0,English
163851,24,65.0,Liberal Arts
163851,26,64.0,Biological Sciences
163851,27,23.0,Mathematics
163851,30,33.0,Interdisciplinary
163851,31,121.0,Parks/Recreation
163851,38,11.0,Philosophy/Religion
163851,40,27.0,Physical Sciences
163851,41,8.0,Science Tech
163851,42,131.0,Psychology
163851,44,102.0,Public Administration
163851,45,72.0,Social Sciences
163851,50,43.0,Visual/Performing Arts
163851,51,157.0,Health Professions
163851,52,281.0,Business
163851,54,35.0,History
163912,03,30.0,Natural Resources
163912,05,2.0,Area/Ethnic Studies
163912,11,20.0,Computer Science
163912,16,14.0,Foreign Languages
163912,23,22.0,English
163912,26,59.0,Biological Sciences
163912,27,14.0,Mathematics
163912,30,2.0,Interdisciplinary
163912,38,5.0,Philosophy/Religion
163912,40,13.0,Physical Sciences
163912,42,51.0,Psychology
163912,44,12.0,Public Administration
163912,45,75.0,Social Sciences
163912,50,20.0,Visual/Performing Arts
163912,52,0.0,Business
163912,54,12.0,History
163976,24,91.0,Liberal Arts
164076,03,35.0,Natural Resources
164076,05,34.0,Area/Ethnic Studies
164076,09,360.0,Communication
164076,11,401.0,Computer Science
164076,13,391.0,Education
164076,16,18.0,Foreign Languages
164076,19,8.0,Family/Consumer Sciences
164076,23,62.0,English
164076,26,238.0,Biological Sciences
164076,27,23.0,Mathematics
164076,30,31.0,Interdisciplinary
164076,31,247.0,Parks/Recreation
164076,38,10.0,Philosophy/Religion
164076,40,59.0,Physical Sciences
164076,42,388.0,Psychology
164076,44,94.0,Public Administration
164076,45,403.0,Social Sciences
164076,50,223.0,Visual/Performing Arts
164076,51,505.0,Health Professions
164076,52,605.0,Business
164076,54,48.0,History
164155,05,0.0,Area/Ethnic Studies
164155,11,44.0,Computer Science
164155,14,361.0,Engineering
164155,16,18.0,Foreign Languages
164155,23,68.0,English
164155,24,8.0,Liberal Arts
164155,27,22.0,Mathematics
164155,29,52.0,Military Tech
164155,30,23.0,Interdisciplinary
164155,40,132.0,Physical Sciences
164155,45,261.0,Social Sciences
164155,54,40.0,History
164173,03,5.0,Natural Resources
164173,09,17.0,Communication
164173,11,55.0,Computer Science
164173,13,32.0,Education
164173,14,2.0,Engineering
164173,19,20.0,Family/Consumer Sciences
164173,22,32.0,Legal Professions
164173,23,9.0,English
164173,26,62.0,Biological Sciences
164173,27,7.0,Mathematics
164173,30,16.0,Interdisciplinary
164173,40,7.0,Physical Sciences
164173,42,47.0,Psychology
164173,43,41.0,Homeland Security
164173,50,43.0,Visual/Performing Arts
164173,51,227.0,Health Professions
164173,52,132.0,Business
164173,54,3.0,History
164216,03,30.0,Natural Resources
164216,05,3.0,Area/Ethnic Studies
164216,09,4.0,Communication
164216,11,6.0,Computer Science
164216,16,4.0,Foreign Languages
164216,23,9.0,English
164216,24,4.0,Liberal Arts
164216,26,38.0,Biological Sciences
164216,27,9.0,Mathematics
164216,30,0.0,Interdisciplinary
164216,38,1.0,Philosophy/Religion
164216,40,15.0,Physical Sciences
164216,42,27.0,Psychology
164216,45,47.0,Social Sciences
164216,50,14.0,Visual/Performing Arts
164216,52,37.0,Business
164216,54,8.0,History
164270,03,22.0,Natural Resources
164270,05,1.0,Area/Ethnic Studies
164270,09,20.0,Communication
164270,11,9.0,Computer Science
164270,13,13.0,Education
164270,16,7.0,Foreign Languages
164270,23,6.0,English
164270,26,26.0,Biological Sciences
164270,27,4.0,Mathematics
164270,30,6.0,Interdisciplinary
164270,31,40.0,Parks/Recreation
164270,38,6.0,Philosophy/Religion
164270,40,4.0,Physical Sciences
164270,42,50.0,Psychology
164270,43,20.0,Homeland Security
164270,44,18.0,Public Administration
164270,45,41.0,Social Sciences
164270,50,27.0,Visual/Performing Arts
164270,51,8.0,Health Professions
164270,52,76.0,Business
164270,54,16.0,History
164368,52,159.0,Business
164447,09,7.0,Communication
164447,13,1.0,Education
164447,23,0.0,English
164447,24,5.0,Liberal Arts
164447,26,4.0,Biological Sciences
164447,30,11.0,Interdisciplinary
164447,31,17.0,Parks/Recreation
164447,40,0.0,Physical Sciences
164447,42,23.0,Psychology
164447,43,35.0,Homeland Security
164447,44,0.0,Public Administration
164447,45,12.0,Social Sciences
164447,50,4.0,Visual/Performing Arts
164447,51,71.0,Health Professions
164447,52,22.0,Business
164447,54,0.0,History
164465,03,17.0,Natural Resources
164465,04,10.0,Architecture
164465,05,33.0,Area/Ethnic Studies
164465,11,55.0,Computer Science
164465,13,8.0,Education
164465,16,36.0,Foreign Languages
164465,22,23.0,Legal Professions
164465,23,25.0,English
164465,26,77.0,Biological Sciences
164465,27,96.0,Mathematics
164465,30,1.0,Interdisciplinary
164465,38,18.0,Philosophy/Religion
164465,40,45.0,Physical Sciences
164465,42,66.0,Psychology
164465,45,125.0,Social Sciences
164465,50,38.0,Visual/Performing Arts
164465,54,28.0,History
164492,03,0.0,Natural Resources
164492,09,0.0,Communication
164492,13,4.0,Education
164492,22,0.0,Legal Professions
164492,23,0.0,English
164492,24,9.0,Liberal Arts
164492,39,1.0,Theology
164492,42,14.0,Psychology
164492,43,122.0,Homeland Security
164492,44,21.0,Public Administration
164492,45,2.0,Social Sciences
164492,50,7.0,Visual/Performing Arts
164492,51,65.0,Health Professions
164492,52,39.0,Business
164492,54,1.0,History
164562,03,3.0,Natural Resources
164562,05,0.0,Area/Ethnic Studies
164562,09,29.0,Communication
164562,11,25.0,Computer Science
164562,13,19.0,Education
164562,16,5.0,Foreign Languages
164562,23,17.0,English
164562,26,45.0,Biological Sciences
164562,27,13.0,Mathematics
164562,30,4.0,Interdisciplinary
164562,38,2.0,Philosophy/Religion
164562,39,2.0,Theology
164562,40,6.0,Physical Sciences
164562,42,43.0,Psychology
164562,45,50.0,Social Sciences
164562,50,23.0,Visual/Performing Arts
164562,51,101.0,Health Professions
164562,52,140.0,Business
164562,54,14.0,History
164580,52,702.0,Business
164614,39,9.0,Theology
164632,01,8.0,Agriculture
164632,11,9.0,Computer Science
164632,13,26.0,Education
164632,22,5.0,Legal Professions
164632,24,18.0,Liberal Arts
164632,26,29.0,Biological Sciences
164632,30,0.0,Interdisciplinary
164632,42,83.0,Psychology
164632,43,19.0,Homeland Security
164632,50,3.0,Visual/Performing Arts
164632,51,40.0,Health Professions
164632,52,76.0,Business
164739,09,0.0,Communication
164739,11,47.0,Computer Science
164739,16,1.0,Foreign Languages
164739,23,0.0,English
164739,24,2.0,Liberal Arts
164739,27,2.0,Mathematics
164739,30,2.0,Interdisciplinary
164739,38,1.0,Philosophy/Religion
164739,44,2.0,Public Administration
164739,45,7.0,Social Sciences
164739,51,4.0,Health Professions
164739,52,891.0,Business
164739,54,0.0,History
164748,11,440.0,Computer Science
164748,13,12.0,Education
164748,15,215.0,Engineering Tech
164748,50,884.0,Visual/Performing Arts
164748,51,46.0,Health Professions
164872,04,23.0,Architecture
164924,03,38.0,Natural Resources
164924,05,6.0,Area/Ethnic Studies
164924,09,153.0,Communication
164924,11,214.0,Computer Science
164924,13,56.0,Education
164924,16,25.0,Foreign Languages
164924,23,84.0,English
164924,24,4.0,Liberal Arts
164924,26,336.0,Biological Sciences
164924,27,63.0,Mathematics
164924,30,96.0,Interdisciplinary
164924,38,80.0,Philosophy/Religion
164924,39,8.0,Theology
164924,40,32.0,Physical Sciences
164924,42,244.0,Psychology
164924,43,6.0,Homeland Security
164924,45,549.0,Social Sciences
164924,50,44.0,Visual/Performing Arts
164924,51,115.0,Health Professions
164924,52,831.0,Business
164924,54,69.0,History
164988,03,32.0,Natural Resources
164988,04,16.0,Architecture
164988,05,11.0,Area/Ethnic Studies
164988,09,643.0,Communication
164988,11,309.0,Computer Science
164988,13,47.0,Education
164988,14,401.0,Engineering
164988,16,48.0,Foreign Languages
164988,23,56.0,English
164988,26,543.0,Biological Sciences
164988,27,160.0,Mathematics
164988,30,122.0,Interdisciplinary
164988,38,65.0,Philosophy/Religion
164988,40,93.0,Physical Sciences
164988,42,306.0,Psychology
164988,43,2.0,Homeland Security
164988,44,0.0,Public Administration
164988,45,763.0,Social Sciences
164988,50,172.0,Visual/Performing Arts
164988,51,246.0,Health Professions
164988,52,745.0,Business
164988,54,39.0,History
165015,03,23.0,Natural Resources
165015,05,78.0,Area/Ethnic Studies
165015,11,92.0,Computer Science
165015,13,18.0,Education
165015,16,22.0,Foreign Languages
165015,23,41.0,English
165015,26,247.0,Biological Sciences
165015,27,71.0,Mathematics
165015,30,48.0,Interdisciplinary
165015,38,15.0,Philosophy/Religion
165015,40,39.0,Physical Sciences
165015,42,109.0,Psychology
165015,44,101.0,Public Administration
165015,45,265.0,Social Sciences
165015,50,50.0,Visual/Performing Arts
165015,52,111.0,Business
165015,54,28.0,History
165024,09,135.0,Communication
165024,11,47.0,Computer Science
165024,13,297.0,Education
165024,16,4.0,Foreign Languages
165024,23,68.0,English
165024,26,70.0,Biological Sciences
165024,27,50.0,Mathematics
165024,30,5.0,Interdisciplinary
165024,38,5.0,Philosophy/Religion
165024,40,37.0,Physical Sciences
165024,42,309.0,Psychology
165024,43,145.0,Homeland Security
165024,44,72.0,Public Administration
165024,45,111.0,Social Sciences
165024,49,42.0,Transportation
165024,50,58.0,Visual/Performing Arts
165024,51,104.0,Health Professions
165024,52,307.0,Business
165024,54,69.0,History
165167,13,17.0,Education
165167,30,12.0,Interdisciplinary
165167,42,19.0,Psychology
165167,43,6.0,Homeland Security
165167,44,24.0,Public Administration
165167,51,14.0,Health Professions
165167,52,63.0,Business
165264,51,120.0,Health Professions
165334,03,20.0,Natural Resources
165334,05,13.0,Area/Ethnic Studies
165334,09,6.0,Communication
165334,10,47.0,Communications Tech
165334,11,23.0,Computer Science
165334,13,16.0,Education
165334,16,20.0,Foreign Languages
165334,23,19.0,English
165334,24,0.0,Liberal Arts
165334,26,70.0,Biological Sciences
165334,27,10.0,Mathematics
165334,30,46.0,Interdisciplinary
165334,38,9.0,Philosophy/Religion
165334,40,21.0,Physical Sciences
165334,42,112.0,Psychology
165334,43,0.0,Homeland Security
165334,44,0.0,Public Administration
165334,45,108.0,Social Sciences
165334,50,71.0,Visual/Performing Arts
165334,52,63.0,Business
165334,54,21.0,History
165529,03,0.0,Natural Resources
165529,09,33.0,Communication
165529,11,11.0,Computer Science
165529,13,11.0,Education
165529,19,13.0,Family/Consumer Sciences
165529,23,2.0,English
165529,24,0.0,Liberal Arts
165529,26,17.0,Biological Sciences
165529,30,8.0,Interdisciplinary
165529,31,6.0,Parks/Recreation
165529,38,0.0,Philosophy/Religion
165529,42,56.0,Psychology
165529,43,71.0,Homeland Security
165529,45,4.0,Social Sciences
165529,50,6.0,Visual/Performing Arts
165529,51,220.0,Health Professions
165529,52,71.0,Business
165574,09,24.0,Communication
165574,13,8.0,Education
165574,23,4.0,English
165574,24,3.0,Liberal Arts
165574,26,2.0,Biological Sciences
165574,31,56.0,Parks/Recreation
165574,42,8.0,Psychology
165574,43,23.0,Homeland Security
165574,45,1.0,Social Sciences
165574,50,71.0,Visual/Performing Arts
165574,52,30.0,Business
165574,54,4.0,History
165644,03,3.0,Natural Resources
165644,09,4.0,Communication
165644,11,2.0,Computer Science
165644,13,3.0,Education
165644,14,6.0,Engineering
165644,15,0.0,Engineering Tech
165644,23,0.0,English
165644,24,4.0,Liberal Arts
165644,26,5.0,Biological Sciences
165644,27,0.0,Mathematics
165644,30,1.0,Interdisciplinary
165644,31,8.0,Parks/Recreation
165644,38,1.0,Philosophy/Religion
165644,39,2.0,Theology
165644,40,2.0,Physical Sciences
165644,42,14.0,Psychology
165644,43,4.0,Homeland Security
165644,44,2.0,Public Administration
165644,50,0.0,Visual/Performing Arts
165644,51,0.0,Health Professions
165644,52,22.0,Business
165644,54,4.0,History
165662,09,137.0,Communication
165662,10,0.0,Communications Tech
165662,13,11.0,Education
165662,23,92.0,English
165662,30,19.0,Interdisciplinary
165662,50,402.0,Visual/Performing Arts
165662,51,9.0,Health Professions
165662,52,91.0,Business
165671,05,0.0,Area/Ethnic Studies
165671,09,33.0,Communication
165671,11,0.0,Computer Science
165671,13,35.0,Education
165671,16,1.0,Foreign Languages
165671,23,25.0,English
165671,24,18.0,Liberal Arts
165671,26,78.0,Biological Sciences
165671,27,7.0,Mathematics
165671,30,14.0,Interdisciplinary
165671,31,11.0,Parks/Recreation
165671,38,2.0,Philosophy/Religion
165671,40,7.0,Physical Sciences
165671,42,53.0,Psychology
165671,44,6.0,Public Administration
165671,45,58.0,Social Sciences
165671,50,23.0,Visual/Performing Arts
165671,51,55.0,Health Professions
165671,52,68.0,Business
165671,54,10.0,History
165699,03,4.0,Natural Resources
165699,04,33.0,Architecture
165699,09,52.0,Communication
165699,11,7.0,Computer Science
165699,13,39.0,Education
165699,14,14.0,Engineering
165699,23,13.0,English
165699,24,23.0,Liberal Arts
165699,26,19.0,Biological Sciences
165699,27,7.0,Mathematics
165699,30,1.0,Interdisciplinary
165699,31,92.0,Parks/Recreation
165699,42,38.0,Psychology
165699,43,39.0,Homeland Security
165699,45,3.0,Social Sciences
165699,50,31.0,Visual/Performing Arts
165699,51,112.0,Health Professions
165699,52,192.0,Business
165699,54,5.0,History
165802,09,6.0,Communication
165802,11,9.0,Computer Science
165802,13,14.0,Education
165802,24,3.0,Liberal Arts
165802,26,12.0,Biological Sciences
165802,31,12.0,Parks/Recreation
165802,42,13.0,Psychology
165802,43,22.0,Homeland Security
165802,44,33.0,Public Administration
165802,51,19.0,Health Professions
165802,52,57.0,Business
165820,04,2.0,Architecture
165820,09,12.0,Communication
165820,11,31.0,Computer Science
165820,13,65.0,Education
165820,15,14.0,Engineering Tech
165820,23,6.0,English
165820,24,0.0,Liberal Arts
165820,26,51.0,Biological Sciences
165820,27,5.0,Mathematics
165820,30,35.0,Interdisciplinary
165820,31,4.0,Parks/Recreation
165820,40,1.0,Physical Sciences
165820,42,43.0,Psychology
165820,43,58.0,Homeland Security
165820,44,14.0,Public Administration
165820,45,20.0,Social Sciences
165820,50,79.0,Visual/Performing Arts
165820,51,152.0,Health Professions
165820,52,97.0,Business
165820,54,8.0,History
165866,01,2.0,Agriculture
165866,03,5.0,Natural Resources
165866,10,28.0,Communications Tech
165866,11,31.0,Computer Science
165866,13,27.0,Education
165866,16,13.0,Foreign Languages
165866,19,94.0,Family/Consumer Sciences
165866,23,17.0,English
165866,24,31.0,Liberal Arts
165866,26,41.0,Biological Sciences
165866,27,9.0,Mathematics
165866,30,1.0,Interdisciplinary
165866,40,6.0,Physical Sciences
165866,42,58.0,Psychology
165866,45,79.0,Social Sciences
165866,50,9.0,Visual/Performing Arts
165866,51,12.0,Health Professions
165866,52,163.0,Business
165866,54,18.0,History
165884,14,0.0,Engineering
165884,15,1.0,Engineering Tech
165884,47,1.0,Mechanic/Repair
165884,51,3.0,Health Professions
165936,03,0.0,Natural Resources
165936,05,0.0,Area/Ethnic Studies
165936,09,24.0,Communication
165936,11,14.0,Computer Science
165936,13,23.0,Education
165936,16,8.0,Foreign Languages
165936,23,12.0,English
165936,24,0.0,Liberal Arts
165936,26,60.0,Biological Sciences
165936,27,11.0,Mathematics
165936,30,5.0,Interdisciplinary
165936,31,2.0,Parks/Recreation
165936,38,15.0,Philosophy/Religion
165936,39,7.0,Theology
165936,40,7.0,Physical Sciences
165936,42,28.0,Psychology
165936,44,10.0,Public Administration
165936,45,25.0,Social Sciences
165936,50,25.0,Visual/Performing Arts
165936,51,1.0,Health Professions
165936,52,40.0,Business
165936,54,9.0,History
166018,01,0.0,Agriculture
166018,03,4.0,Natural Resources
166018,04,0.0,Architecture
166018,05,4.0,Area/Ethnic Studies
166018,09,1.0,Communication
166018,10,1.0,Communications Tech
166018,11,1.0,Computer Science
166018,13,3.0,Education
166018,16,1.0,Foreign Languages
166018,22,1.0,Legal Professions
166018,23,4.0,English
166018,24,0.0,Liberal Arts
166018,26,9.0,Biological Sciences
166018,27,1.0,Mathematics
166018,30,2.0,Interdisciplinary
166018,31,0.0,Parks/Recreation
166018,38,1.0,Philosophy/Religion
166018,40,3.0,Physical Sciences
166018,42,2.0,Psychology
166018,44,1.0,Public Administration
166018,45,6.0,Social Sciences
166018,50,21.0,Visual/Performing Arts
166018,51,0.0,Health Professions
166018,52,0.0,Business
166018,54,2.0,History
166027,03,13.0,Natural Resources
166027,05,59.0,Area/Ethnic Studies
166027,11,183.0,Computer Science
166027,13,0.0,Education
166027,14,87.0,Engineering
166027,16,44.0,Foreign Languages
166027,23,38.0,English
166027,24,25.0,Liberal Arts
166027,26,235.0,Biological Sciences
166027,27,233.0,Mathematics
166027,29,0.0,Military Tech
166027,30,29.0,Interdisciplinary
166027,38,40.0,Philosophy/Religion
166027,39,0.0,Theology
166027,40,145.0,Physical Sciences
166027,42,101.0,Psychology
166027,45,669.0,Social Sciences
166027,50,55.0,Visual/Performing Arts
166027,51,0.0,Health Professions
166027,52,0.0,Business
166027,54,161.0,History
166054,16,0.0,Foreign Languages
166054,23,1.0,English
166054,24,1.0,Liberal Arts
166054,38,4.0,Philosophy/Religion
166054,52,2.0,Business
166124,03,12.0,Natural Resources
166124,04,4.0,Architecture
166124,05,15.0,Area/Ethnic Studies
166124,09,1.0,Communication
166124,11,15.0,Computer Science
166124,13,0.0,Education
166124,16,59.0,Foreign Languages
166124,23,58.0,English
166124,24,1.0,Liberal Arts
166124,26,61.0,Biological Sciences
166124,27,32.0,Mathematics
166124,30,23.0,Interdisciplinary
166124,38,24.0,Philosophy/Religion
166124,40,39.0,Physical Sciences
166124,42,125.0,Psychology
166124,44,23.0,Public Administration
166124,45,322.0,Social Sciences
166124,50,34.0,Visual/Performing Arts
166124,52,25.0,Business
166124,54,36.0,History
166391,09,47.0,Communication
166391,11,3.0,Computer Science
166391,13,21.0,Education
166391,22,6.0,Legal Professions
166391,23,4.0,English
166391,26,7.0,Biological Sciences
166391,30,6.0,Interdisciplinary
166391,31,40.0,Parks/Recreation
166391,42,24.0,Psychology
166391,43,5.0,Homeland Security
166391,45,30.0,Social Sciences
166391,50,31.0,Visual/Performing Arts
166391,51,14.0,Health Professions
166391,52,112.0,Business
166452,03,5.0,Natural Resources
166452,09,0.0,Communication
166452,10,2.0,Communications Tech
166452,13,45.0,Education
166452,16,2.0,Foreign Languages
166452,19,9.0,Family/Consumer Sciences
166452,23,19.0,English
166452,24,47.0,Liberal Arts
166452,26,5.0,Biological Sciences
166452,27,2.0,Mathematics
166452,30,5.0,Interdisciplinary
166452,42,63.0,Psychology
166452,44,13.0,Public Administration
166452,45,9.0,Social Sciences
166452,50,123.0,Visual/Performing Arts
166452,51,18.0,Health Professions
166452,52,14.0,Business
166452,54,3.0,History
166513,03,26.0,Natural Resources
166513,05,2.0,Area/Ethnic Studies
166513,11,362.0,Computer Science
166513,13,23.0,Education
166513,14,586.0,Engineering
166513,15,13.0,Engineering Tech
166513,16,9.0,Foreign Languages
166513,23,88.0,English
166513,24,82.0,Liberal Arts
166513,26,114.0,Biological Sciences
166513,27,41.0,Mathematics
166513,30,29.0,Interdisciplinary
166513,31,94.0,Parks/Recreation
166513,38,6.0,Philosophy/Religion
166513,40,53.0,Physical Sciences
166513,42,210.0,Psychology
166513,43,210.0,Homeland Security
166513,45,71.0,Social Sciences
166513,50,85.0,Visual/Performing Arts
166513,51,210.0,Health Professions
166513,52,615.0,Business
166513,54,30.0,History
166629,01,231.0,Agriculture
166629,03,158.0,Natural Resources
166629,04,135.0,Architecture
166629,05,19.0,Area/Ethnic Studies
166629,09,402.0,Communication
166629,11,534.0,Computer Science
166629,13,53.0,Education
166629,14,516.0,Engineering
166629,16,166.0,Foreign Languages
166629,22,112.0,Legal Professions
166629,23,121.0,English
166629,24,90.0,Liberal Arts
166629,26,785.0,Biological Sciences
166629,27,297.0,Mathematics
166629,30,365.0,Interdisciplinary
166629,31,157.0,Parks/Recreation
166629,38,19.0,Philosophy/Religion
166629,40,119.0,Physical Sciences
166629,42,617.0,Psychology
166629,44,0.0,Public Administration
166629,45,795.0,Social Sciences
166629,50,118.0,Visual/Performing Arts
166629,51,485.0,Health Professions
166629,52,1082.0,Business
166629,54,89.0,History
166638,03,49.0,Natural Resources
166638,05,28.0,Area/Ethnic Studies
166638,09,66.0,Communication
